location,date,b3001,b3002,b3003,b3004,b3005,b3006,b3007,b3008,b3009,b3010,b3011,b3012,b3013
Q05,10/18/16 10:59,-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10/18/16 10:59,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10/18/16 10:59,-200,-80,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
R05,10/18/16 10:59,-200,-200,-200,-70,-200,-200,-81,-200,-200,-200,-200,-200,-200
R05,10/18/16 10:59,-200,-200,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200
R05,10/18/16 10:58,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200
R05,10/18/16 10:58,-200,-200,-200,-77,-200,-200,-81,-200,-200,-200,-200,-200,-200
R05,10/18/16 10:58,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
R05,10/18/16 10:58,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
R05,10/18/16 10:58,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200
R05,10/18/16 10:58,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
S05,10/18/16 10:58,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200
S05,10/18/16 10:58,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
S05,10/18/16 10:58,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200
S05,10/18/16 10:58,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200
S05,10/18/16 10:58,-200,-200,-200,-65,-200,-200,-82,-200,-200,-200,-200,-200,-200
T05,10/18/16 10:58,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
T05,10/18/16 10:58,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
T05,10/18/16 10:58,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200
T05,10/18/16 10:58,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200
T05,10/18/16 10:58,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200
U05,10/18/16 10:58,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
U05,10/18/16 10:58,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
U05,10/18/16 10:58,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
U05,10/18/16 10:58,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
S06,10/18/16 10:58,-200,-200,-200,-78,-200,-200,-79,-200,-200,-200,-200,-200,-200
S06,10/18/16 10:58,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
S06,10/18/16 10:58,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200
S06,10/18/16 10:58,-200,-200,-200,-82,-200,-200,-78,-200,-200,-200,-200,-200,-200
S06,10/18/16 10:58,-200,-200,-200,-77,-200,-200,-82,-200,-200,-200,-200,-200,-200
S06,10/18/16 10:58,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200
R06,10/18/16 10:58,-200,-200,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200
R06,10/18/16 10:58,-200,-200,-200,-78,-200,-200,-79,-200,-200,-200,-200,-200,-200
R06,10/18/16 10:58,-200,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200
Q06,10/18/16 10:58,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200
Q06,10/18/16 10:57,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
P06,10/18/16 10:57,-200,-200,-200,-80,-200,-80,-200,-200,-200,-200,-200,-200,-200
P06,10/18/16 10:57,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
P06,10/18/16 10:57,-200,-200,-200,-81,-200,-76,-200,-200,-200,-200,-200,-200,-200
P06,10/18/16 10:57,-200,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200
O06,10/18/16 10:57,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200
O06,10/18/16 10:57,-200,-200,-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200
O06,10/18/16 10:57,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200
O06,10/18/16 10:57,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
O06,10/18/16 10:57,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
O06,10/18/16 10:57,-200,-200,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200
O06,10/18/16 10:57,-200,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200
N06,10/18/16 10:57,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200
N06,10/18/16 10:57,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200
N06,10/18/16 10:57,-200,-200,-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200
N06,10/18/16 10:57,-200,-200,-200,-200,-200,-62,-200,-200,-200,-200,-200,-200,-200
N06,10/18/16 10:57,-200,-200,-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200
N06,10/18/16 10:57,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200
M06,10/18/16 10:57,-200,-200,-200,-200,-80,-76,-200,-200,-200,-200,-200,-200,-200
M06,10/18/16 10:57,-200,-200,-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200
M06,10/18/16 10:57,-200,-200,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200
M06,10/18/16 10:57,-200,-80,-200,-200,-80,-70,-200,-200,-200,-200,-200,-200,-200
M06,10/18/16 10:57,-200,-200,-200,-200,-78,-71,-200,-200,-200,-200,-200,-200,-200
M06,10/18/16 10:57,-200,-200,-200,-200,-81,-71,-200,-200,-200,-200,-200,-200,-200
M06,10/18/16 10:57,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
M06,10/18/16 10:57,-200,-200,-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200
M06,10/18/16 10:57,-200,-200,-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,-200
M06,10/18/16 10:57,-200,-200,-200,-200,-81,-83,-200,-200,-200,-200,-200,-200,-200
L06,10/18/16 10:57,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
L06,10/18/16 10:57,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200
L06,10/18/16 10:56,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200
L06,10/18/16 10:56,-200,-200,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200
L06,10/18/16 10:56,-200,-200,-200,-200,-79,-80,-200,-200,-200,-200,-200,-200,-200
L06,10/18/16 10:56,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200
L06,10/18/16 10:56,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200
L06,10/18/16 10:56,-200,-200,-200,-200,-78,-75,-200,-200,-200,-200,-200,-200,-200
L06,10/18/16 10:56,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
K06,10/18/16 10:56,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200
K06,10/18/16 10:56,-200,-200,-200,-200,-79,-77,-200,-200,-200,-200,-200,-200,-200
K06,10/18/16 10:56,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
K06,10/18/16 10:56,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K06,10/18/16 10:56,-200,-78,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
K06,10/18/16 10:56,-200,-76,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
J06,10/18/16 10:56,-200,-78,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200
J06,10/18/16 10:56,-200,-71,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
J06,10/18/16 10:56,-200,-73,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
J06,10/18/16 10:56,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J06,10/18/16 10:56,-200,-79,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
J06,10/18/16 10:56,-200,-72,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200
I06,10/18/16 10:56,-200,-74,-200,-200,-80,-200,-200,-78,-200,-200,-200,-200,-200
I06,10/18/16 10:56,-200,-74,-200,-200,-80,-200,-200,-80,-200,-200,-200,-200,-200
I06,10/18/16 10:56,-200,-70,-200,-200,-73,-200,-200,-82,-200,-200,-200,-200,-200
I06,10/18/16 10:56,-200,-70,-200,-200,-81,-200,-200,-79,-200,-200,-200,-200,-200
I06,10/18/16 10:56,-200,-69,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
I06,10/18/16 10:56,-200,-67,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200
F08,10/18/16 10:56,-71,-198,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
F08,10/18/16 10:56,-68,-198,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I04,10/18/16 10:56,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I04,10/18/16 10:56,-200,-73,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
J04,10/18/16 10:56,-200,-60,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J04,10/18/16 10:55,-200,-59,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200
J04,10/18/16 10:55,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J04,10/18/16 10:55,-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J02,10/18/16 10:55,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J02,10/18/16 10:55,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J07,10/18/16 10:55,-200,-200,-200,-200,-63,-200,-200,-200,-200,-200,-200,-200,-200
J07,10/18/16 10:55,-200,-200,-200,-200,-60,-200,-200,-78,-200,-200,-200,-200,-200
J07,10/18/16 10:55,-200,-200,-200,-200,-61,-200,-200,-200,-200,-200,-200,-200,-200
J07,10/18/16 10:55,-200,-200,-200,-200,-61,-200,-200,-200,-200,-200,-200,-200,-200
I07,10/18/16 10:55,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200
I07,10/18/16 10:55,-200,-82,-200,-200,-68,-200,-200,-83,-200,-200,-200,-200,-200
I07,10/18/16 10:55,-200,-79,-200,-200,-68,-200,-200,-77,-200,-200,-200,-200,-200
I07,10/18/16 10:55,-200,-200,-200,-200,-74,-200,-200,-79,-200,-200,-200,-200,-200
I10,10/18/16 10:55,-200,-200,-200,-200,-200,-200,-200,-68,-200,-81,-200,-200,-200
I10,10/18/16 10:55,-200,-200,-200,-200,-200,-200,-200,-72,-200,-80,-200,-200,-200
I10,10/18/16 10:55,-200,-200,-200,-200,-78,-200,-200,-70,-200,-200,-200,-200,-200
I10,10/18/16 10:55,-200,-200,-200,-200,-200,-200,-200,-61,-200,-200,-200,-200,-200
J10,10/18/16 10:55,-200,-200,-200,-200,-200,-200,-200,-63,-200,-200,-200,-200,-200
J10,10/18/16 10:55,-200,-200,-200,-200,-77,-200,-200,-64,-200,-200,-200,-200,-200
D15,10/18/16 10:55,-200,-200,-200,-200,-200,-200,-200,-200,-56,-200,-200,-200,-200
D15,10/18/16 10:55,-200,-200,-200,-200,-200,-200,-200,-200,-55,-200,-200,-200,-200
D15,10/18/16 10:55,-200,-200,-200,-200,-200,-200,-200,-200,-58,-200,-200,-200,-200
D15,10/18/16 10:55,-200,-200,-200,-200,-200,-200,-200,-200,-58,-200,-200,-200,-200
E15,10/18/16 10:55,-200,-200,-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200
E15,10/18/16 10:55,-200,-200,-200,-200,-200,-200,-200,-200,-71,-200,-200,-200,-200
G15,10/18/16 10:55,-200,-200,-200,-200,-200,-200,-200,-200,-200,-78,-200,-200,-200
G15,10/18/16 10:55,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200
J15,10/18/16 10:55,-200,-200,-200,-200,-200,-200,-200,-200,-200,-66,-85,-200,-200
J15,10/18/16 10:55,-200,-200,-200,-200,-200,-200,-200,-200,-200,-61,-75,-200,-200
L15,10/18/16 10:55,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-69,-200,-200
L15,10/18/16 10:54,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-73,-79,-200
L15,10/18/16 10:54,-200,-200,-200,-200,-200,-200,-200,-200,-200,-78,-200,-81,-81
L15,10/18/16 10:54,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-71,-82,-200
L15,10/18/16 10:54,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81,-81,-200
R15,10/18/16 10:54,-200,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-66,-200
R15,10/18/16 10:54,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-61,-200
R15,10/18/16 10:54,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-68,-79
R15,10/18/16 10:54,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-68,-200
T15,10/18/16 10:54,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-76
T15,10/18/16 10:54,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81,-81
W15,10/18/16 10:54,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-199,-61
W15,10/18/16 10:54,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-199,-62
W15,10/18/16 10:54,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-75
W15,10/18/16 10:54,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-199,-71
W15,10/18/16 10:54,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-199,-67
W15,10/18/16 10:54,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-75
I07,10/18/16 10:54,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
I07,10/18/16 10:54,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
I07,10/18/16 10:54,-200,-200,-200,-200,-72,-200,-84,-200,-200,-200,-200,-200,-200
I07,10/18/16 10:54,-200,-80,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
I08,10/18/16 10:54,-73,-198,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200
I03,10/18/16 10:54,-200,-72,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200
I04,10/18/16 10:54,-200,-73,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
I05,10/18/16 10:54,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I05,10/18/16 10:54,-200,-79,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200
I05,10/18/16 10:54,-200,-73,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
I06,10/18/16 10:54,-200,-75,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
I06,10/18/16 10:54,-200,-76,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
I06,10/18/16 10:54,-200,-81,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200
I06,10/18/16 10:54,-200,-81,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200
I07,10/18/16 10:53,-200,-76,-200,-200,-81,-200,-200,-78,-200,-200,-200,-200,-200
I08,10/18/16 10:53,-200,-200,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200
I08,10/18/16 10:53,-78,-198,-200,-200,-78,-200,-200,-77,-200,-200,-200,-200,-200
I08,10/18/16 10:53,-80,-198,-200,-200,-80,-200,-200,-79,-200,-200,-200,-200,-200
I08,10/18/16 10:53,-200,-78,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200
I08,10/18/16 10:53,-200,-74,-200,-200,-78,-200,-200,-81,-200,-200,-200,-200,-200
I08,10/18/16 10:53,-200,-76,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200
I06,10/18/16 10:53,-200,-77,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
I06,10/18/16 10:53,-200,-72,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
I06,10/18/16 10:53,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J06,10/18/16 10:53,-200,-72,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
J06,10/18/16 10:53,-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J06,10/18/16 10:53,-200,-71,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200
J06,10/18/16 10:53,-200,-74,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200
J07,10/18/16 10:53,-200,-200,-200,-200,-74,-80,-200,-200,-200,-200,-200,-200,-200
J07,10/18/16 10:53,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200
J07,10/18/16 10:53,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
J07,10/18/16 10:53,-200,-80,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200
J08,10/18/16 10:53,-200,-83,-200,-200,-74,-200,-200,-75,-200,-200,-200,-200,-200
J08,10/18/16 10:53,-200,-200,-200,-200,-72,-200,-200,-80,-200,-200,-200,-200,-200
J08,10/18/16 10:53,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
I01,10/18/16 10:53,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I01,10/18/16 10:53,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I01,10/18/16 10:53,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I02,10/18/16 10:53,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I02,10/18/16 10:53,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200
I02,10/18/16 10:53,-200,-77,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
I02,10/18/16 10:53,-200,-62,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I03,10/18/16 10:53,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I01,10/18/16 10:53,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I01,10/18/16 10:52,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I01,10/18/16 10:52,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I01,10/18/16 10:52,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I01,10/18/16 10:52,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I01,10/18/16 10:52,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J01,10/18/16 10:52,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J01,10/18/16 10:52,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
J01,10/18/16 10:52,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J01,10/18/16 10:52,-200,-78,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
I02,10/18/16 10:52,-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I02,10/18/16 10:52,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I02,10/18/16 10:52,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I02,10/18/16 10:52,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I02,10/18/16 10:52,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I02,10/18/16 10:52,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J02,10/18/16 10:52,-200,-71,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J02,10/18/16 10:52,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J02,10/18/16 10:52,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J02,10/18/16 10:52,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K01,10/18/16 10:52,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
K02,10/18/16 10:52,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K02,10/18/16 10:52,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K02,10/18/16 10:52,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L01,10/18/16 10:52,-200,-200,-80,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
L01,10/18/16 10:52,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L01,10/18/16 10:52,-200,-80,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L02,10/18/16 10:52,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
L02,10/18/16 10:52,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
L02,10/18/16 10:52,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
M01,10/18/16 10:52,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M01,10/18/16 10:51,-200,-200,-76,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
M01,10/18/16 10:51,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M01,10/18/16 10:51,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M01,10/18/16 10:51,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M02,10/18/16 10:51,-200,-200,-80,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
M02,10/18/16 10:51,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200
M02,10/18/16 10:51,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200
M02,10/18/16 10:51,-200,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200
M02,10/18/16 10:51,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M02,10/18/16 10:51,-200,-200,-75,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200
M02,10/18/16 10:51,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
N01,10/18/16 10:51,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
N01,10/18/16 10:51,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
N01,10/18/16 10:51,-200,-80,-79,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200
N01,10/18/16 10:51,-200,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200
N01,10/18/16 10:51,-200,-200,-79,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200
N01,10/18/16 10:51,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
N02,10/18/16 10:51,-200,-200,-79,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
N02,10/18/16 10:51,-200,-200,-76,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200
N02,10/18/16 10:51,-200,-200,-78,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
N02,10/18/16 10:51,-200,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200
N02,10/18/16 10:51,-200,-200,-72,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200
N02,10/18/16 10:51,-200,-200,-79,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
O01,10/18/16 10:51,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
O02,10/18/16 10:51,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200
O02,10/18/16 10:51,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200
I03,10/18/16 10:51,-200,-69,-200,-86,-200,-87,-200,-200,-200,-200,-200,-200,-200
I03,10/18/16 10:51,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
I03,10/18/16 10:51,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I07,10/18/16 10:51,-200,-74,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
I07,10/18/16 10:50,-78,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I07,10/18/16 10:50,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200
I07,10/18/16 10:50,-81,-198,-200,-200,-78,-200,-200,-77,-200,-200,-200,-200,-200
I08,10/18/16 10:50,-81,-198,-200,-200,-73,-84,-200,-77,-200,-200,-200,-200,-200
I08,10/18/16 10:50,-81,-198,-200,-200,-76,-200,-200,-74,-200,-200,-200,-200,-200
I08,10/18/16 10:50,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200
I08,10/18/16 10:50,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
I08,10/18/16 10:50,-79,-198,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200
I09,10/18/16 10:50,-78,-198,-200,-200,-73,-200,-200,-67,-200,-200,-200,-200,-200
I09,10/18/16 10:50,-200,-200,-200,-200,-74,-78,-200,-71,-200,-200,-200,-200,-200
I09,10/18/16 10:50,-200,-200,-200,-200,-76,-200,-200,-65,-200,-200,-200,-200,-200
I09,10/18/16 10:50,-200,-85,-200,-200,-200,-200,-200,-71,-200,-200,-200,-200,-200
I10,10/18/16 10:50,-200,-200,-200,-200,-200,-200,-200,-70,-200,-200,-200,-200,-200
I10,10/18/16 10:50,-200,-200,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200
I10,10/18/16 10:50,-200,-200,-200,-200,-200,-77,-200,-73,-200,-81,-200,-200,-200
D15,10/18/16 10:50,-200,-200,-200,-200,-200,-200,-200,-200,-60,-200,-200,-200,-200
J01,10/18/16 10:50,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J01,10/18/16 10:50,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K01,10/18/16 10:50,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
K01,10/18/16 10:50,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200
K02,10/18/16 10:50,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K03,10/18/16 10:50,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K03,10/18/16 10:50,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
